c,Year,Round,Player,Sets Won,Legs Won in Current Set,Legs,Order (1 or 2),Shot #,Shot Score,Total Score,Shot Type
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,20,2,3,19,347,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,1,20,264,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,2,60,204,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,3,60,144,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,20,2,1,20,327,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,20,2,2,20,307,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,20,2,3,20,287,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,1,60,84,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,2,20,64,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,3,48,16,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,20,2,1,60,227,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,20,2,2,60,167,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,20,2,3,20,147,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,1,16,0,D
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,2,N/A,0,n/a
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,1,20,1,3,N/A,0,n/a
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,1,20,481,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,2,54,427,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,3,18,409,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,1,20,481,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,2,57,424,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,3,19,405,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,1,20,389,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,2,20,369,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,3,19,350,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,1,20,385,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,2,57,328,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,3,57,271,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,1,20,330,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,2,19,311,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,3,19,292,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,1,57,214,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,2,57,157,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,3,19,138,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,1,60,232,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,2,20,212,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,3,60,152,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,1,19,119,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,2,19,100,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,3,60,40,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,1,20,132,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,2,25,107,I
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,21,1,3,2,105,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,1,40,0,D
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,2,N/A,0,n/a
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,5,2,21,2,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,2,60,421,TR
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,3,15,406,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,1,60,441,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,2,60,381,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,3,3,378,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,1,20,386,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,2,19,367,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,3,18,349,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,1,20,358,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,2,20,338,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,3,19,319,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,1,20,329,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,2,57,272,TR
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,3,7,265,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,1,20,299,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,2,20,279,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,3,57,222,TR
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,1,19,246,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,2,19,227,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,3,19,208,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,1,60,162,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,2,15,147,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,3,20,127,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,1,60,148,TR
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,2,60,88,TR
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,3,20,68,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,1,20,107,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,2,19,88,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,3,24,64,D
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,1,20,48,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,2,16,32,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,3,0,32,MISS
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,1,16,48,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,2,8,40,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,1,2,3,20,20,S
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,1,32,0,D
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,2,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,0,0,1,1,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,1,60,441,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,2,60,381,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,3,60,321,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,2,20,461,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,3,19,442,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,1,20,301,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,2,19,282,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,3,57,225,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,1,60,382,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,2,20,362,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,3,57,305,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,1,1,224,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,2,57,167,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,3,7,160,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,1,4,301,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,2,20,281,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,3,20,261,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,1,60,100,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,2,20,80,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,3,20,60,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,1,60,201,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,2,20,181,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,3,20,161,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,1,20,40,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,2,20,20,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,3,10,10,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,1,20,141,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,2,20,121,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,2,2,3,50,71,D
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,1,10,0,D
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,2,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Chisnall,0,0,2,1,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,1,60,441,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,2,20,421,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,3,60,361,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,1,60,441,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,2,20,421,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,3,57,364,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,1,60,301,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,2,60,241,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,3,20,221,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,1,5,359,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,2,19,340,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,3,18,322,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,1,20,201,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,2,3,198,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,3,57,141,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,1,20,302,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,2,7,295,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,3,19,276,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,1,60,81,TR
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,2,19,62,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,3,30,32,D
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,1,20,256,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,2,19,237,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,3,2,3,19,218,S
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,1,32,0,D
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,2,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,0,1,3,1,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,1,20,481,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,2,19,462,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,3,57,405,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,2,19,462,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,3,19,443,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,1,20,385,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,2,20,365,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,3,20,345,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,1,20,423,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,2,20,403,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,3,57,346,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,1,60,285,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,2,20,265,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,3,57,208,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,1,60,286,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,2,60,226,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,3,60,166,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,1,20,188,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,2,20,168,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,3,60,108,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,1,20,146,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,2,19,127,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,3,4,123,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,1,57,51,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,2,19,32,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,3,16,16,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,1,19,104,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,2,54,50,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,4,2,3,25,25,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,1,16,0,D
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,2,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Chisnall,0,1,4,1,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,1,60,441,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,2,60,381,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,3,60,321,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,2,20,461,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,3,20,441,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,1,60,261,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,2,20,241,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,3,60,181,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,1,5,436,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,2,19,417,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,3,57,360,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,1,20,161,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,2,19,142,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,3,25,117,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,1,20,340,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,2,20,320,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,5,2,3,20,300,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,1,60,57,TR
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,2,17,40,S
Chisnall v. Cullen,2022,Final,Cullen,0,2,5,1,3,40,0,D
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,1,5,496,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,2,20,476,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,3,20,456,S
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,2,20,461,S
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,3,20,441,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,1,60,396,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,2,60,336,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,3,60,276,TR
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,1,60,381,TR
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,2,20,361,S
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,3,20,341,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,1,60,216,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,2,20,196,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,3,20,176,S
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,1,60,281,TR
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,2,60,221,TR
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,3,60,161,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,1,20,156,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,2,20,136,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,3,57,79,TR
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,1,60,101,TR
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,2,17,84,S
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,3,60,24,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,1,57,22,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,2,0,22,MISS
Chisnall v. Cullen,2022,Final,Chisnall,0,0,6,1,3,0,22,MISS
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,1,24,0,D
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,2,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,1,0,6,2,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,2,57,424,TR
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,3,57,367,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,2,57,424,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,3,19,405,S
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,1,60,307,TR
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,2,20,287,S
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,3,60,227,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,1,60,345,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,2,60,285,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,3,20,265,S
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,1,60,167,TR
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,2,60,107,TR
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,3,20,87,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,1,19,246,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,2,19,227,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,7,2,3,57,170,TR
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,1,17,70,S
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,2,60,10,TR
Chisnall v. Cullen,2022,Final,Cullen,1,1,7,1,3,10,0,D
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,1,20,481,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,2,19,462,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,3,54,408,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,2,19,462,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,3,54,408,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,1,60,348,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,2,60,288,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,3,60,228,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,1,20,388,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,2,57,331,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,3,57,274,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,1,60,168,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,2,60,108,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,3,20,88,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,1,20,254,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,2,18,236,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,3,57,179,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,1,20,68,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,2,20,48,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,3,8,40,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,1,20,159,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,2,20,139,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,3,19,120,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,1,20,20,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,2,10,10,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,3,5,5,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,1,20,100,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,2,25,75,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,8,2,3,17,58,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,1,1,4,S
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,2,4,0,D
Chisnall v. Cullen,2022,Final,Chisnall,0,0,8,1,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,2,57,424,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,3,19,405,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,2,60,421,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,3,60,361,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,1,20,385,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,2,20,365,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,3,19,346,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,1,20,341,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,2,19,322,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,3,18,304,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,1,60,286,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,2,5,281,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,3,60,221,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,1,20,284,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,2,20,264,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,3,1,263,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,1,20,201,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,2,20,181,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,3,20,161,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,1,20,243,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,2,57,186,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,3,57,129,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,1,60,101,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,2,17,84,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,3,20,64,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,1,57,72,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,2,12,60,S
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,3,20,40,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,1,16,48,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,2,16,32,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,9,1,3,0,32,MISS
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,1,40,0,D
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,2,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Chisnall,0,1,9,2,3,N/A,0,n/a
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,1,20,481,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,2,19,462,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,3,17,445,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,1,20,481,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,2,57,424,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,3,57,367,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,1,60,385,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,2,20,365,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,3,60,305,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,1,20,347,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,2,57,290,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,3,57,233,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,1,54,251,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,2,54,197,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,3,54,143,TR
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,1,19,214,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,2,19,195,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,3,17,178,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,1,20,123,S
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,2,21,102,TR
Chisnall v. Cullen,2022,Final,Chisnall,0,2,10,1,3,20,82,S
Chisnall v. Cullen,2022,Final,Cullen,1,2,10,2,1,60,118,TR
